electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
FC4,0.2519273901183838,0.10177649191490348,False,sub-08,NS,eyesclosed,75,1
FC6,0.26046189387395857,0.10376772428918744,False,sub-08,NS,eyesclosed,75,1
FT8,0.26911808238597884,0.10615829419631981,False,sub-08,NS,eyesclosed,75,1
C2,0.2872748201826151,0.11161151665576118,False,sub-08,NS,eyesclosed,75,1
C4,0.27065353904200495,0.10400838234233144,False,sub-08,NS,eyesclosed,75,1
C6,0.279196545982765,0.10125765667014434,False,sub-08,NS,eyesclosed,75,1
T8,0.2461290293525532,0.10032819327949231,False,sub-08,NS,eyesclosed,75,1
CPz,0.28698231591768675,0.13205632601598233,False,sub-08,NS,eyesclosed,75,1
CP2,0.27205445895869507,0.12801077745136372,False,sub-08,NS,eyesclosed,75,1
CP4,0.26675544519279715,0.10808550039891754,False,sub-08,NS,eyesclosed,75,1
CP6,0.2632604637083898,0.10283884163414303,False,sub-08,NS,eyesclosed,75,1
TP8,0.2580331501084142,0.09999289279658904,False,sub-08,NS,eyesclosed,75,1
TP10,0.22199367217503568,0.08927578049371707,False,sub-08,NS,eyesclosed,75,1
P2,0.2536257086711977,0.1173344051291439,False,sub-08,NS,eyesclosed,75,1
P4,0.24198611205777965,0.10614932782931706,False,sub-08,NS,eyesclosed,75,1
P6,0.2507354886795313,0.10126963934007706,False,sub-08,NS,eyesclosed,75,1
P8,0.23440576730340743,0.08918696141925099,False,sub-08,NS,eyesclosed,75,1
POz,0.2534954416949137,0.10871641764240542,False,sub-08,NS,eyesclosed,75,1
PO4,0.24258500937473598,0.10068741834703364,False,sub-08,NS,eyesclosed,75,1
PO8,0.24396750653344662,0.0961034929028719,False,sub-08,NS,eyesclosed,75,1
O2,0.2452725262229591,0.10123434661418798,False,sub-08,NS,eyesclosed,75,1
Fp1,0.106067010449588,0.0494554141299293,False,sub-08,NS,eyesopen,75,1
AF3,0.1670988608815239,0.06309775461856267,False,sub-08,NS,eyesopen,75,1
AF7,0.10554411057656944,0.04948281312784803,False,sub-08,NS,eyesopen,75,1
Fz,0.2528935792282587,0.1095633126585792,False,sub-08,NS,eyesopen,75,1
F1,0.22673379087820952,0.09099254747136724,False,sub-08,NS,eyesopen,75,1
F3,0.15868271794416025,0.07271713907448561,False,sub-08,NS,eyesopen,75,1
F5,0.1292515042844576,0.06835805567417037,False,sub-08,NS,eyesopen,75,1
F7,0.10829915566755588,0.06700895388954375,False,sub-08,NS,eyesopen,75,1
FC1,0.2337037850694489,0.08653138892528696,False,sub-08,NS,eyesopen,75,1
FC3,0.19650698041270032,0.08264883791972945,False,sub-08,NS,eyesopen,75,1
FC5,0.21748855189549327,0.09024106248430795,False,sub-08,NS,eyesopen,75,1
FT7,0.13740192637904958,0.06677538133298865,False,sub-08,NS,eyesopen,75,1
Cz,0.2812619374116011,0.1170039166906541,False,sub-08,NS,eyesopen,75,1
C1,0.2618232522198036,0.10427472909906159,False,sub-08,NS,eyesopen,75,1
C3,0.26584880249467185,0.09766500782188371,False,sub-08,NS,eyesopen,75,1
C5,0.24855042911481462,0.0999166183448022,False,sub-08,NS,eyesopen,75,1
T7,0.16450390310342602,0.07621714730945887,False,sub-08,NS,eyesopen,75,1
CP1,0.2755954459352133,0.110270370682565,False,sub-08,NS,eyesopen,75,1
CP3,0.27065681852200796,0.1036900876660117,False,sub-08,NS,eyesopen,75,1
CP5,0.2517441533052855,0.09600548796617094,False,sub-08,NS,eyesopen,75,1
TP7,0.22134644859787386,0.08764666407238111,False,sub-08,NS,eyesopen,75,1
TP9,0.12179228173579401,0.05486293357431066,False,sub-08,NS,eyesopen,75,1
Pz,0.2657440344358767,0.12091912069884918,False,sub-08,NS,eyesopen,75,1
P1,0.263208396347014,0.11486131710759155,False,sub-08,NS,eyesopen,75,1
P3,0.2566224850424476,0.10322341805583216,False,sub-08,NS,eyesopen,75,1
P5,0.25758537701888273,0.09964722470395436,False,sub-08,NS,eyesopen,75,1
P7,0.22802419472454025,0.09347715052540041,False,sub-08,NS,eyesopen,75,1
PO3,0.24141585339166088,0.10290072698376304,False,sub-08,NS,eyesopen,75,1
PO7,0.23435344397827365,0.09709568357432913,False,sub-08,NS,eyesopen,75,1
Oz,0.23225044841770412,0.09442782587523592,False,sub-08,NS,eyesopen,75,1
O1,0.23134171273316867,0.09574192964507522,False,sub-08,NS,eyesopen,75,1
Fpz,0.13683582023111138,0.0536810932681348,False,sub-08,NS,eyesopen,75,1
Fp2,0.1246313073425147,0.0542960206324355,True,sub-08,NS,eyesopen,75,1
AF4,0.17050000835266368,0.07313470389668521,False,sub-08,NS,eyesopen,75,1
AF8,0.11541426144423433,0.05696608677793819,False,sub-08,NS,eyesopen,75,1
F2,0.2307116919667528,0.09490024157272352,False,sub-08,NS,eyesopen,75,1
F4,0.2078518728557195,0.09223987875653224,False,sub-08,NS,eyesopen,75,1
F6,0.16638419650023784,0.08338118318879278,False,sub-08,NS,eyesopen,75,1
F8,0.20221937393191805,0.08690286482386601,False,sub-08,NS,eyesopen,75,1
FC2,0.2732719694969394,0.09830633877443616,False,sub-08,NS,eyesopen,75,1
FC4,0.24962872280277804,0.09750174047340422,False,sub-08,NS,eyesopen,75,1
FC6,0.2590051686789078,0.0997832545930332,False,sub-08,NS,eyesopen,75,1
FT8,0.2698173051057867,0.10444117312357795,False,sub-08,NS,eyesopen,75,1
C2,0.28167090221306346,0.11246216359909751,False,sub-08,NS,eyesopen,75,1
C4,0.26381844562799484,0.10604400657003774,False,sub-08,NS,eyesopen,75,1
C6,0.27385715810299216,0.09816283696323133,False,sub-08,NS,eyesopen,75,1
T8,0.24146339898221544,0.09848302414518392,False,sub-08,NS,eyesopen,75,1
CPz,0.2809030978291565,0.12907412510616006,False,sub-08,NS,eyesopen,75,1
CP2,0.2679554131796126,0.1271383851029973,False,sub-08,NS,eyesopen,75,1
CP4,0.262778756229755,0.10791616359598147,False,sub-08,NS,eyesopen,75,1
CP6,0.25950911726048975,0.10095235558746589,False,sub-08,NS,eyesopen,75,1
TP8,0.2538516485844774,0.09318432707373213,False,sub-08,NS,eyesopen,75,1
TP10,0.21763196294916104,0.08606912520274948,False,sub-08,NS,eyesopen,75,1
P2,0.2497043680362285,0.11679727728433313,False,sub-08,NS,eyesopen,75,1
P4,0.24042491913503905,0.10916494491124631,False,sub-08,NS,eyesopen,75,1
P6,0.24621127473388787,0.10238068677528983,False,sub-08,NS,eyesopen,75,1
P8,0.23411425322376156,0.09319490330131211,False,sub-08,NS,eyesopen,75,1
POz,0.2507775759289469,0.10904668024367896,False,sub-08,NS,eyesopen,75,1
PO4,0.2409550221644462,0.10218457021766714,False,sub-08,NS,eyesopen,75,1
PO8,0.24058078383881357,0.10005956329956632,False,sub-08,NS,eyesopen,75,1
O2,0.241823358777553,0.10447205194352283,False,sub-08,NS,eyesopen,75,1
Fp1,0.17196409877709448,0.08199938025049482,False,sub-09,SD,eyesclosed,75,1
AF3,0.18129996478823596,0.07766174889252414,False,sub-09,SD,eyesclosed,75,1
AF7,0.18283482219847047,0.08676036485035438,False,sub-09,SD,eyesclosed,75,1
Fz,0.20200183721224924,0.08334886145409044,False,sub-09,SD,eyesclosed,75,1
F1,0.21112772953780076,0.08809405396183842,False,sub-09,SD,eyesclosed,75,1
F3,0.21363376659890634,0.09669370148121291,False,sub-09,SD,eyesclosed,75,1
F5,0.11172673511798126,0.047314309224109896,False,sub-09,SD,eyesclosed,75,1
F7,0.20636897815253102,0.08966935443210634,False,sub-09,SD,eyesclosed,75,1
FC1,0.20535367761960502,0.07495617256115222,True,sub-09,SD,eyesclosed,75,1
FC3,0.22920444996017916,0.08796345225966823,False,sub-09,SD,eyesclosed,75,1
FC5,0.23418440968696197,0.10228528551252557,False,sub-09,SD,eyesclosed,75,1
FT7,0.221541397584049,0.09046190002977378,False,sub-09,SD,eyesclosed,75,1
Cz,0.21390160053129895,0.08474477786266729,False,sub-09,SD,eyesclosed,75,1
C1,0.2268783748371836,0.0816386388820026,False,sub-09,SD,eyesclosed,75,1
C3,0.2244427347150693,0.08273640497408838,False,sub-09,SD,eyesclosed,75,1
C5,0.24979042984134972,0.09310947470900445,False,sub-09,SD,eyesclosed,75,1
T7,0.23480063296633127,0.0938839669628446,False,sub-09,SD,eyesclosed,75,1
CP1,0.22876969020802151,0.09438382525591867,False,sub-09,SD,eyesclosed,75,1
CP3,0.23313598548337258,0.09577402621231887,False,sub-09,SD,eyesclosed,75,1
CP5,0.25066582535551185,0.09507771698681419,False,sub-09,SD,eyesclosed,75,1
TP7,0.22827803321702006,0.0815134801839495,False,sub-09,SD,eyesclosed,75,1
TP9,0.2222570256844332,0.08850348423956622,False,sub-09,SD,eyesclosed,75,1
Pz,0.24803100235894054,0.10715603451074472,False,sub-09,SD,eyesclosed,75,1
P1,0.24125666234235824,0.10434121233582236,False,sub-09,SD,eyesclosed,75,1
P3,0.24577926915543322,0.10639516851627892,False,sub-09,SD,eyesclosed,75,1
P5,0.2537202680157613,0.1054200721831466,False,sub-09,SD,eyesclosed,75,1
P7,0.24902194651146223,0.09682770854353465,False,sub-09,SD,eyesclosed,75,1
PO3,0.26825137998072834,0.11685988928854842,False,sub-09,SD,eyesclosed,75,1
PO7,0.25642129915299366,0.10460785554644059,False,sub-09,SD,eyesclosed,75,1
Oz,0.2658253858714401,0.11453878826428197,False,sub-09,SD,eyesclosed,75,1
O1,0.2571995414082875,0.1076365948853102,False,sub-09,SD,eyesclosed,75,1
Fpz,0.17457186032665745,0.08238701933876362,False,sub-09,SD,eyesclosed,75,1
Fp2,0.17375553013904058,0.08235506153916014,False,sub-09,SD,eyesclosed,75,1
AF4,0.17572033202733134,0.07772822685183836,False,sub-09,SD,eyesclosed,75,1
AF8,0.18811289115011307,0.08461873682972681,False,sub-09,SD,eyesclosed,75,1
F2,0.20135380214510415,0.08672018309669835,False,sub-09,SD,eyesclosed,75,1
F4,0.1919133911542562,0.08356616834323015,False,sub-09,SD,eyesclosed,75,1
F6,0.20204223772458135,0.0820732114479841,False,sub-09,SD,eyesclosed,75,1
F8,0.18516362219796656,0.07794560860017902,False,sub-09,SD,eyesclosed,75,1
FC2,0.22120605363884052,0.08444877383572194,False,sub-09,SD,eyesclosed,75,1
FC4,0.21416956203630344,0.08556534865240548,False,sub-09,SD,eyesclosed,75,1
FC6,0.20636904650921273,0.07936180651612043,False,sub-09,SD,eyesclosed,75,1
FT8,0.2064685560032341,0.08113970676906783,False,sub-09,SD,eyesclosed,75,1
C2,0.2065113554861668,0.08594188348773887,False,sub-09,SD,eyesclosed,75,1
C4,0.20695668451431626,0.09000732075799504,False,sub-09,SD,eyesclosed,75,1
C6,0.22981991406240984,0.08665631305934225,False,sub-09,SD,eyesclosed,75,1
T8,0.2240799229673984,0.0863873630761137,False,sub-09,SD,eyesclosed,75,1
CPz,0.23453925943063628,0.09467725447815321,False,sub-09,SD,eyesclosed,75,1
CP2,0.22461326566576578,0.09860940737773255,False,sub-09,SD,eyesclosed,75,1
CP4,0.22512437131722118,0.1017793031417876,False,sub-09,SD,eyesclosed,75,1
CP6,0.24375014384779548,0.10829768987501014,False,sub-09,SD,eyesclosed,75,1
TP8,0.24277183269631167,0.10217555371705635,False,sub-09,SD,eyesclosed,75,1
TP10,0.21696793716720875,0.08800228239917036,False,sub-09,SD,eyesclosed,75,1
P2,0.246032026836005,0.1126096770287283,False,sub-09,SD,eyesclosed,75,1
P4,0.2507825502544154,0.12308762397714668,False,sub-09,SD,eyesclosed,75,1
P6,0.267130362144205,0.13087438128517093,False,sub-09,SD,eyesclosed,75,1
P8,0.25366452114489985,0.11788170961201819,False,sub-09,SD,eyesclosed,75,1
POz,0.27008875655032255,0.12217914341344786,False,sub-09,SD,eyesclosed,75,1
PO4,0.2779293624638764,0.1342662375220782,False,sub-09,SD,eyesclosed,75,1
PO8,0.2651097807292113,0.1256524353816235,False,sub-09,SD,eyesclosed,75,1
O2,0.27291311708361443,0.12189349452493663,False,sub-09,SD,eyesclosed,75,1
Fp1,0.07708173039386128,0.05828470456308954,False,sub-09,SD,eyesopen,75,0
AF3,0.08355964898338024,0.06266031391696843,False,sub-09,SD,eyesopen,75,0
AF7,0.07406493443751962,0.06050450804066949,False,sub-09,SD,eyesopen,75,0
Fz,0.11602467011966958,0.08381601890170265,False,sub-09,SD,eyesopen,75,0
F1,0.10742514036909016,0.06515804629329719,False,sub-09,SD,eyesopen,75,0
F3,0.09456715056032126,0.057379493600374316,False,sub-09,SD,eyesopen,75,0
F5,0.06371382440218276,0.04395624576077338,False,sub-09,SD,eyesopen,75,0
F7,0.09197615237377707,0.06549168952120371,False,sub-09,SD,eyesopen,75,0
FC1,0.15667298431515608,0.07642949362781824,False,sub-09,SD,eyesopen,75,0
FC3,0.14323963224962852,0.07272806193884868,False,sub-09,SD,eyesopen,75,0
FC5,0.1291262701684263,0.06985408799259621,False,sub-09,SD,eyesopen,75,0
FT7,0.0983556656970333,0.05324526401730806,False,sub-09,SD,eyesopen,75,0
Cz,0.13601237861555104,0.07698136892792327,False,sub-09,SD,eyesopen,75,0
C1,0.11199965299639497,0.061324021431976884,False,sub-09,SD,eyesopen,75,0
C3,0.12182863558037331,0.06454375117776143,False,sub-09,SD,eyesopen,75,0
C5,0.13226460263886178,0.07330242182274163,False,sub-09,SD,eyesopen,75,0
T7,0.12010823494099045,0.07291121394779404,False,sub-09,SD,eyesopen,75,0
CP1,0.10498918454117406,0.05916982116746136,False,sub-09,SD,eyesopen,75,0
CP3,0.1076221551234219,0.059003317729617165,False,sub-09,SD,eyesopen,75,0
CP5,0.11174195807231155,0.06199792948064534,False,sub-09,SD,eyesopen,75,0
TP7,0.10300464314459024,0.06336216502392593,False,sub-09,SD,eyesopen,75,0
TP9,0.1155762105341382,0.07072479064664258,False,sub-09,SD,eyesopen,75,0
Pz,0.10114081369925436,0.05694477420382908,False,sub-09,SD,eyesopen,75,0
P1,0.10079395871747808,0.05870044961978033,False,sub-09,SD,eyesopen,75,0
P3,0.10291044094195172,0.06071678131501821,False,sub-09,SD,eyesopen,75,0
P5,0.10819106067095703,0.06411086895904877,False,sub-09,SD,eyesopen,75,0
P7,0.12129110162646671,0.07003294764967131,False,sub-09,SD,eyesopen,75,0
PO3,0.10141116908652797,0.06190798433881613,False,sub-09,SD,eyesopen,75,0
PO7,0.11455721378128177,0.06651304672177212,False,sub-09,SD,eyesopen,75,0
Oz,0.10756013740145585,0.06714608844298381,False,sub-09,SD,eyesopen,75,0
O1,0.10885829495735017,0.06600365587066423,False,sub-09,SD,eyesopen,75,0
Fpz,0.08124138468469394,0.06141387577629091,False,sub-09,SD,eyesopen,75,0
Fp2,0.069955179787545,0.04654686954363039,False,sub-09,SD,eyesopen,75,0
AF4,0.0859989944947194,0.06985643460526039,False,sub-09,SD,eyesopen,75,0
AF8,0.0785558803277749,0.06096321459455683,False,sub-09,SD,eyesopen,75,0
F2,0.11638598405143763,0.0751505827249109,False,sub-09,SD,eyesopen,75,0
F4,0.1023009287474479,0.059841144465631164,False,sub-09,SD,eyesopen,75,0
F6,0.10255990916865716,0.06964286461515364,False,sub-09,SD,eyesopen,75,0
F8,0.10910350439589754,0.06579179676390252,False,sub-09,SD,eyesopen,75,0
FC2,0.16679915283587368,0.08153063306173591,False,sub-09,SD,eyesopen,75,0
FC4,0.15908835430037835,0.07720241624770822,False,sub-09,SD,eyesopen,75,0
FC6,0.16378283309735095,0.07962412832388924,False,sub-09,SD,eyesopen,75,0
FT8,0.16531368652030706,0.08348534274472909,False,sub-09,SD,eyesopen,75,0
C2,0.10210056109197586,0.05388453393964321,False,sub-09,SD,eyesopen,75,0
C4,0.10661865867946389,0.05790362796452559,False,sub-09,SD,eyesopen,75,0
C6,0.14011397502445402,0.07135769726823182,False,sub-09,SD,eyesopen,75,0
T8,0.1431375944070219,0.08112880068151243,False,sub-09,SD,eyesopen,75,0
CPz,0.11374042176422418,0.06754113057993459,False,sub-09,SD,eyesopen,75,0
CP2,0.09839580366931538,0.0523557965260869,False,sub-09,SD,eyesopen,75,0
CP4,0.09742810976778811,0.053235259091502264,False,sub-09,SD,eyesopen,75,0
CP6,0.11440760648012073,0.06422827825730099,False,sub-09,SD,eyesopen,75,0
TP8,0.12506059714604098,0.07262681820827926,False,sub-09,SD,eyesopen,75,0
TP10,0.12677502393979545,0.080497243884421,False,sub-09,SD,eyesopen,75,0
P2,0.09971614348708653,0.055425564954399695,False,sub-09,SD,eyesopen,75,0
P4,0.10072355905385898,0.057622407488320315,False,sub-09,SD,eyesopen,75,0
P6,0.10647375732544032,0.06258982610479757,False,sub-09,SD,eyesopen,75,0
P8,0.11757924755577714,0.0688772998630318,False,sub-09,SD,eyesopen,75,0
POz,0.10001342940455236,0.058205170703242604,False,sub-09,SD,eyesopen,75,0
PO4,0.10260912536785773,0.062137665915173855,False,sub-09,SD,eyesopen,75,0
PO8,0.1122270042059899,0.06960600266552332,False,sub-09,SD,eyesopen,75,0
O2,0.10975152064267812,0.0681686278879321,False,sub-09,SD,eyesopen,75,0
Fp1,0.1611575141825852,0.07239691298713531,False,sub-09,NS,eyesclosed,75,0
AF3,0.1760497215250353,0.07762048332152982,False,sub-09,NS,eyesclosed,75,0
AF7,0.16434387612458934,0.07005074590493816,False,sub-09,NS,eyesclosed,75,0
Fz,0.17997846022632386,0.08126364565986526,False,sub-09,NS,eyesclosed,75,0
F1,0.17970976377937245,0.07712422865157201,False,sub-09,NS,eyesclosed,75,0
F3,0.18471435566203775,0.0760661381395055,False,sub-09,NS,eyesclosed,75,0
F5,0.19189296174349793,0.07857899074870059,False,sub-09,NS,eyesclosed,75,0
F7,0.19185453392512322,0.07918459616158462,False,sub-09,NS,eyesclosed,75,0
FC1,0.19857033114475608,0.08420736744880095,False,sub-09,NS,eyesclosed,75,0
FC3,0.21273668610446067,0.07886339885262056,False,sub-09,NS,eyesclosed,75,0
FC5,0.21623655339832795,0.0819282766408939,False,sub-09,NS,eyesclosed,75,0
FT7,0.2091575410010308,0.08291799050356,False,sub-09,NS,eyesclosed,75,0
Cz,0.25015849728343287,0.1057080712780397,False,sub-09,NS,eyesclosed,75,0
C1,0.23669839221403152,0.10343474827139239,False,sub-09,NS,eyesclosed,75,0
C3,0.23304997669174454,0.09140987992180374,False,sub-09,NS,eyesclosed,75,0
C5,0.23106099959877455,0.08435152693955918,False,sub-09,NS,eyesclosed,75,0
T7,0.21659532604235815,0.08158882525742227,False,sub-09,NS,eyesclosed,75,0
CP1,0.2586169385994634,0.10492185096738121,False,sub-09,NS,eyesclosed,75,0
CP3,0.2559939424920712,0.09773616601288534,False,sub-09,NS,eyesclosed,75,0
CP5,0.24008631054997337,0.09393626714762314,False,sub-09,NS,eyesclosed,75,0
TP7,0.22308738404708583,0.0833772193411246,False,sub-09,NS,eyesclosed,75,0
TP9,0.18979171976469808,0.08030452948850075,False,sub-09,NS,eyesclosed,75,0
Pz,0.29675376231651196,0.11093947396672173,False,sub-09,NS,eyesclosed,75,0
P1,0.278777733582989,0.11242579150107873,False,sub-09,NS,eyesclosed,75,0
P3,0.2703133849407219,0.107119696194315,False,sub-09,NS,eyesclosed,75,0
P5,0.26629684194296854,0.10286378259453832,False,sub-09,NS,eyesclosed,75,0
P7,0.22352454353359544,0.09008001793161882,False,sub-09,NS,eyesclosed,75,0
PO3,0.28417215669328355,0.11176706631786675,False,sub-09,NS,eyesclosed,75,0
PO7,0.22533642277691848,0.09414680651360408,False,sub-09,NS,eyesclosed,75,0
Oz,0.2352758409127442,0.09520198082767169,False,sub-09,NS,eyesclosed,75,0
O1,0.23668455533830604,0.09410934839426587,False,sub-09,NS,eyesclosed,75,0
Fpz,0.17563238819259355,0.08439093221227692,False,sub-09,NS,eyesclosed,75,0
Fp2,0.1715713318569761,0.08306450503980417,False,sub-09,NS,eyesclosed,75,0
AF4,0.17673034394075018,0.08832953042148278,False,sub-09,NS,eyesclosed,75,0
AF8,0.16923481946660626,0.07933571664743527,False,sub-09,NS,eyesclosed,75,0
F2,0.1827488923128801,0.0885129526616493,False,sub-09,NS,eyesclosed,75,0
F4,0.1887425421928756,0.09221841288589579,False,sub-09,NS,eyesclosed,75,0
F6,0.18890231586737277,0.0893528413256846,False,sub-09,NS,eyesclosed,75,0
F8,0.19584089465932442,0.08838261637651124,False,sub-09,NS,eyesclosed,75,0
FC2,0.20779774530545225,0.09367716808499049,False,sub-09,NS,eyesclosed,75,0
FC4,0.2105765417891877,0.09622363446422245,False,sub-09,NS,eyesclosed,75,0
FC6,0.20026828548590542,0.08140311631383634,False,sub-09,NS,eyesclosed,75,0
FT8,0.20400534136385062,0.08134882596295957,False,sub-09,NS,eyesclosed,75,0
C2,0.23228171110040857,0.10738215986328085,False,sub-09,NS,eyesclosed,75,0
C4,0.22385338631946136,0.0988437315532421,False,sub-09,NS,eyesclosed,75,0
C6,0.22771010479170917,0.08701434924583902,False,sub-09,NS,eyesclosed,75,0
T8,0.21694555039397367,0.07964693900930832,False,sub-09,NS,eyesclosed,75,0
CPz,0.2643386724229586,0.10065208303508706,False,sub-09,NS,eyesclosed,75,0
CP2,0.25121936768385467,0.1024570964258924,False,sub-09,NS,eyesclosed,75,0
CP4,0.24749101016667888,0.09734982428538798,False,sub-09,NS,eyesclosed,75,0
CP6,0.23853152027686494,0.08985550584684539,False,sub-09,NS,eyesclosed,75,0
TP8,0.2203472780581131,0.08192562509963891,False,sub-09,NS,eyesclosed,75,0
TP10,0.18206068480457405,0.07360253358815164,False,sub-09,NS,eyesclosed,75,0
P2,0.28289098108943184,0.10741278081517122,False,sub-09,NS,eyesclosed,75,0
P4,0.2768385862234229,0.10631198425299465,False,sub-09,NS,eyesclosed,75,0
P6,0.27341287515423773,0.10411527865212651,False,sub-09,NS,eyesclosed,75,0
P8,0.23516932657224326,0.0878299890986367,False,sub-09,NS,eyesclosed,75,0
POz,0.30620481452636394,0.11947985745871575,False,sub-09,NS,eyesclosed,75,0
PO4,0.2913772237776195,0.11120479790129272,False,sub-09,NS,eyesclosed,75,0
PO8,0.23882067236649726,0.08688105512632827,False,sub-09,NS,eyesclosed,75,0
O2,0.2361038428724152,0.09915964510862976,False,sub-09,NS,eyesclosed,75,0
Fp1,0.05858204702193176,0.034583226265209835,False,sub-09,NS,eyesopen,75,0
AF3,0.11190256174248264,0.056619943268944414,False,sub-09,NS,eyesopen,75,0
AF7,0.05042803904625173,0.03429170543526135,False,sub-09,NS,eyesopen,75,0
Fz,0.177687827388052,0.07909595713242652,False,sub-09,NS,eyesopen,75,0
F1,0.16530538011006835,0.07133135326149649,False,sub-09,NS,eyesopen,75,0
F3,0.14085322966666664,0.06430909268267626,False,sub-09,NS,eyesopen,75,0
F5,0.11547775764268829,0.058914331202186074,False,sub-09,NS,eyesopen,75,0
F7,0.13677671022708165,0.0582658324205059,False,sub-09,NS,eyesopen,75,0
FC1,0.22672256184925468,0.09196181189058014,False,sub-09,NS,eyesopen,75,0
FC3,0.2282567858851568,0.08446035814685177,False,sub-09,NS,eyesopen,75,0
FC5,0.2430563906713373,0.09126949235545916,False,sub-09,NS,eyesopen,75,0
FT7,0.20055834314113619,0.08444925454498259,False,sub-09,NS,eyesopen,75,0
