epoch_idx,roi,theta_power,participant_id,condition,task
61,other,0.13385086150593817,sub-12,NS,eyesopen
62,other,0.11573634787489853,sub-12,NS,eyesopen
63,other,0.157478296305221,sub-12,NS,eyesopen
64,other,0.15625622481842202,sub-12,NS,eyesopen
65,other,0.15016098390036592,sub-12,NS,eyesopen
66,other,0.17345142520486848,sub-12,NS,eyesopen
67,other,0.1569835008745253,sub-12,NS,eyesopen
68,other,0.22426312861652975,sub-12,NS,eyesopen
69,other,0.16854180679078348,sub-12,NS,eyesopen
70,other,0.1372645790004863,sub-12,NS,eyesopen
71,other,0.11294355091461528,sub-12,NS,eyesopen
72,other,0.2378813983215185,sub-12,NS,eyesopen
73,other,0.18026501790236651,sub-12,NS,eyesopen
74,other,0.0969152905419265,sub-12,NS,eyesopen
0,frontal,0.13029258954638545,sub-13,SD,eyesclosed
1,frontal,0.21072894337617834,sub-13,SD,eyesclosed
2,frontal,0.1958463046871634,sub-13,SD,eyesclosed
3,frontal,0.2728086592596449,sub-13,SD,eyesclosed
4,frontal,0.12730448989368504,sub-13,SD,eyesclosed
5,frontal,0.2808165075363431,sub-13,SD,eyesclosed
6,frontal,0.20880353755141742,sub-13,SD,eyesclosed
7,frontal,0.2259809661791318,sub-13,SD,eyesclosed
8,frontal,0.12540504703315897,sub-13,SD,eyesclosed
9,frontal,0.3330303969851358,sub-13,SD,eyesclosed
10,frontal,0.2479388216707599,sub-13,SD,eyesclosed
11,frontal,0.13283369691278243,sub-13,SD,eyesclosed
12,frontal,0.16087154208575608,sub-13,SD,eyesclosed
13,frontal,0.24240112135019817,sub-13,SD,eyesclosed
14,frontal,0.21994932215748556,sub-13,SD,eyesclosed
15,frontal,0.22066673825216637,sub-13,SD,eyesclosed
16,frontal,0.1711601965569479,sub-13,SD,eyesclosed
17,frontal,0.18311476564124213,sub-13,SD,eyesclosed
18,frontal,0.10314608602583995,sub-13,SD,eyesclosed
19,frontal,0.22231807230621953,sub-13,SD,eyesclosed
20,frontal,0.32045248167149065,sub-13,SD,eyesclosed
21,frontal,0.19430533566206495,sub-13,SD,eyesclosed
22,frontal,0.22497439413403478,sub-13,SD,eyesclosed
23,frontal,0.1826620551979596,sub-13,SD,eyesclosed
24,frontal,0.2352982223978105,sub-13,SD,eyesclosed
25,frontal,0.13803058028668025,sub-13,SD,eyesclosed
26,frontal,0.2267536724004623,sub-13,SD,eyesclosed
27,frontal,0.251099902637431,sub-13,SD,eyesclosed
28,frontal,0.2235190627316309,sub-13,SD,eyesclosed
29,frontal,0.25339524667504754,sub-13,SD,eyesclosed
30,frontal,0.19481197329348382,sub-13,SD,eyesclosed
31,frontal,0.23196340236092028,sub-13,SD,eyesclosed
32,frontal,0.29277677579651723,sub-13,SD,eyesclosed
33,frontal,0.22627112344290898,sub-13,SD,eyesclosed
34,frontal,0.25599487832721046,sub-13,SD,eyesclosed
35,frontal,0.31750317285757795,sub-13,SD,eyesclosed
36,frontal,0.20051554646435843,sub-13,SD,eyesclosed
37,frontal,0.16939846761488966,sub-13,SD,eyesclosed
38,frontal,0.25207350902118697,sub-13,SD,eyesclosed
39,frontal,0.14263293079609568,sub-13,SD,eyesclosed
40,frontal,0.23259369501667743,sub-13,SD,eyesclosed
41,frontal,0.025853256742928977,sub-13,SD,eyesclosed
42,frontal,0.07753865884329338,sub-13,SD,eyesclosed
43,frontal,0.15137621028716222,sub-13,SD,eyesclosed
44,frontal,0.2122567370957381,sub-13,SD,eyesclosed
45,frontal,0.17040541388782382,sub-13,SD,eyesclosed
46,frontal,0.13543429805927953,sub-13,SD,eyesclosed
47,frontal,0.25781943914900607,sub-13,SD,eyesclosed
48,frontal,0.3423932649095312,sub-13,SD,eyesclosed
49,frontal,0.2801115287685658,sub-13,SD,eyesclosed
50,frontal,0.19285228200624652,sub-13,SD,eyesclosed
51,frontal,0.18390820626637228,sub-13,SD,eyesclosed
52,frontal,0.22158374280219856,sub-13,SD,eyesclosed
53,frontal,0.18224922228562207,sub-13,SD,eyesclosed
54,frontal,0.134651643638886,sub-13,SD,eyesclosed
55,frontal,0.15144688962331176,sub-13,SD,eyesclosed
56,frontal,0.18857789337737843,sub-13,SD,eyesclosed
57,frontal,0.1668519809115892,sub-13,SD,eyesclosed
58,frontal,0.2775145860378858,sub-13,SD,eyesclosed
59,frontal,0.36337453142125614,sub-13,SD,eyesclosed
60,frontal,0.17489521803036587,sub-13,SD,eyesclosed
61,frontal,0.16091284089613786,sub-13,SD,eyesclosed
62,frontal,0.17773024189962847,sub-13,SD,eyesclosed
63,frontal,0.1651502690405276,sub-13,SD,eyesclosed
64,frontal,0.3198197065064082,sub-13,SD,eyesclosed
65,frontal,0.2294343689092976,sub-13,SD,eyesclosed
66,frontal,0.184003072456701,sub-13,SD,eyesclosed
67,frontal,0.29643015119891397,sub-13,SD,eyesclosed
68,frontal,0.24161145147313864,sub-13,SD,eyesclosed
69,frontal,0.18745363875968535,sub-13,SD,eyesclosed
70,frontal,0.24874356706192022,sub-13,SD,eyesclosed
71,frontal,0.2973856243356449,sub-13,SD,eyesclosed
72,frontal,0.3102429586845276,sub-13,SD,eyesclosed
73,frontal,0.1946176655312628,sub-13,SD,eyesclosed
74,frontal,0.2884682930000556,sub-13,SD,eyesclosed
0,centro_temporal,0.13807966810012662,sub-13,SD,eyesclosed
1,centro_temporal,0.14046229417807357,sub-13,SD,eyesclosed
2,centro_temporal,0.17801655956359363,sub-13,SD,eyesclosed
3,centro_temporal,0.23054759117858242,sub-13,SD,eyesclosed
4,centro_temporal,0.096193253554491,sub-13,SD,eyesclosed
5,centro_temporal,0.16341824209086617,sub-13,SD,eyesclosed
6,centro_temporal,0.11305837358361659,sub-13,SD,eyesclosed
7,centro_temporal,0.12451856482985525,sub-13,SD,eyesclosed
8,centro_temporal,0.07305045195719813,sub-13,SD,eyesclosed
9,centro_temporal,0.1630980102136175,sub-13,SD,eyesclosed
10,centro_temporal,0.12717990170150154,sub-13,SD,eyesclosed
11,centro_temporal,0.09929868787461603,sub-13,SD,eyesclosed
12,centro_temporal,0.10252871513820731,sub-13,SD,eyesclosed
13,centro_temporal,0.1757894133718167,sub-13,SD,eyesclosed
14,centro_temporal,0.1437209914975972,sub-13,SD,eyesclosed
15,centro_temporal,0.14691890657009826,sub-13,SD,eyesclosed
16,centro_temporal,0.19111843600819864,sub-13,SD,eyesclosed
17,centro_temporal,0.18530316790231122,sub-13,SD,eyesclosed
18,centro_temporal,0.15874890614803472,sub-13,SD,eyesclosed
19,centro_temporal,0.1366553487174566,sub-13,SD,eyesclosed
20,centro_temporal,0.19171788547155316,sub-13,SD,eyesclosed
21,centro_temporal,0.14308580147686695,sub-13,SD,eyesclosed
22,centro_temporal,0.12614136974080012,sub-13,SD,eyesclosed
23,centro_temporal,0.21300968610185358,sub-13,SD,eyesclosed
24,centro_temporal,0.14229145558332765,sub-13,SD,eyesclosed
25,centro_temporal,0.1132337438258085,sub-13,SD,eyesclosed
26,centro_temporal,0.1803824431495118,sub-13,SD,eyesclosed
27,centro_temporal,0.13515896174301242,sub-13,SD,eyesclosed
28,centro_temporal,0.1692022884245778,sub-13,SD,eyesclosed
29,centro_temporal,0.16526956051602618,sub-13,SD,eyesclosed
30,centro_temporal,0.16976775633031727,sub-13,SD,eyesclosed
31,centro_temporal,0.15325382385307454,sub-13,SD,eyesclosed
32,centro_temporal,0.33425901087201165,sub-13,SD,eyesclosed
33,centro_temporal,0.26502825287499227,sub-13,SD,eyesclosed
34,centro_temporal,0.23009947718990525,sub-13,SD,eyesclosed
35,centro_temporal,0.18739283442262128,sub-13,SD,eyesclosed
36,centro_temporal,0.15011031495833588,sub-13,SD,eyesclosed
37,centro_temporal,0.17220590105809583,sub-13,SD,eyesclosed
38,centro_temporal,0.15944194746746318,sub-13,SD,eyesclosed
39,centro_temporal,0.09572567904048683,sub-13,SD,eyesclosed
40,centro_temporal,0.17967677891544792,sub-13,SD,eyesclosed
41,centro_temporal,0.05927496423897511,sub-13,SD,eyesclosed
42,centro_temporal,0.11138894626228983,sub-13,SD,eyesclosed
43,centro_temporal,0.10462072969536454,sub-13,SD,eyesclosed
44,centro_temporal,0.17217504401870423,sub-13,SD,eyesclosed
45,centro_temporal,0.12124908227353418,sub-13,SD,eyesclosed
46,centro_temporal,0.09308728510153516,sub-13,SD,eyesclosed
47,centro_temporal,0.1252584977844082,sub-13,SD,eyesclosed
48,centro_temporal,0.28422866928721374,sub-13,SD,eyesclosed
49,centro_temporal,0.16945709662330227,sub-13,SD,eyesclosed
50,centro_temporal,0.16700961479731996,sub-13,SD,eyesclosed
51,centro_temporal,0.19921187347326974,sub-13,SD,eyesclosed
52,centro_temporal,0.12002571510086939,sub-13,SD,eyesclosed
53,centro_temporal,0.1617307148830295,sub-13,SD,eyesclosed
54,centro_temporal,0.09682095861578759,sub-13,SD,eyesclosed
55,centro_temporal,0.11490656383502894,sub-13,SD,eyesclosed
56,centro_temporal,0.17902803735125125,sub-13,SD,eyesclosed
57,centro_temporal,0.08880714358282626,sub-13,SD,eyesclosed
58,centro_temporal,0.15031035747781835,sub-13,SD,eyesclosed
59,centro_temporal,0.19559149894507769,sub-13,SD,eyesclosed
60,centro_temporal,0.13033577639998079,sub-13,SD,eyesclosed
61,centro_temporal,0.16451927534967173,sub-13,SD,eyesclosed
62,centro_temporal,0.17290677256862227,sub-13,SD,eyesclosed
63,centro_temporal,0.1297712418429212,sub-13,SD,eyesclosed
64,centro_temporal,0.15198318786929774,sub-13,SD,eyesclosed
65,centro_temporal,0.21864502512631362,sub-13,SD,eyesclosed
66,centro_temporal,0.10913007843594046,sub-13,SD,eyesclosed
67,centro_temporal,0.2683217385750693,sub-13,SD,eyesclosed
68,centro_temporal,0.17551008825552755,sub-13,SD,eyesclosed
69,centro_temporal,0.13357163811575634,sub-13,SD,eyesclosed
70,centro_temporal,0.1247848038051543,sub-13,SD,eyesclosed
71,centro_temporal,0.235216883343428,sub-13,SD,eyesclosed
72,centro_temporal,0.22007670351448588,sub-13,SD,eyesclosed
73,centro_temporal,0.15441704598589628,sub-13,SD,eyesclosed
74,centro_temporal,0.16839875819255176,sub-13,SD,eyesclosed
0,other,0.09802430739915405,sub-13,SD,eyesclosed
1,other,0.06618759903258231,sub-13,SD,eyesclosed
2,other,0.09631660477689971,sub-13,SD,eyesclosed
3,other,0.20908501431741533,sub-13,SD,eyesclosed
4,other,0.04816577952666662,sub-13,SD,eyesclosed
5,other,0.07690410879970581,sub-13,SD,eyesclosed
6,other,0.06901314822734401,sub-13,SD,eyesclosed
7,other,0.04622733419568011,sub-13,SD,eyesclosed
8,other,0.04168394928109777,sub-13,SD,eyesclosed
9,other,0.13258634905155345,sub-13,SD,eyesclosed
10,other,0.054900655796406815,sub-13,SD,eyesclosed
11,other,0.03592724160812194,sub-13,SD,eyesclosed
12,other,0.06751879619271661,sub-13,SD,eyesclosed
13,other,0.07541287742884743,sub-13,SD,eyesclosed
14,other,0.07726802529741991,sub-13,SD,eyesclosed
15,other,0.061804525957807985,sub-13,SD,eyesclosed
16,other,0.14506284794238414,sub-13,SD,eyesclosed
17,other,0.19967629137096238,sub-13,SD,eyesclosed
18,other,0.10010315531904285,sub-13,SD,eyesclosed
19,other,0.07492393826044938,sub-13,SD,eyesclosed
20,other,0.10540161374855325,sub-13,SD,eyesclosed
21,other,0.12862237063683704,sub-13,SD,eyesclosed
22,other,0.10259910440650999,sub-13,SD,eyesclosed
23,other,0.16483414430252918,sub-13,SD,eyesclosed
24,other,0.17286241800887625,sub-13,SD,eyesclosed
25,other,0.11531802846958096,sub-13,SD,eyesclosed
26,other,0.10895126826873142,sub-13,SD,eyesclosed
27,other,0.06644724736074473,sub-13,SD,eyesclosed
28,other,0.07445073287611531,sub-13,SD,eyesclosed
29,other,0.14203095103266394,sub-13,SD,eyesclosed
30,other,0.05641495049628619,sub-13,SD,eyesclosed
31,other,0.07211070406609554,sub-13,SD,eyesclosed
32,other,0.24055827758848636,sub-13,SD,eyesclosed
33,other,0.31550325134874374,sub-13,SD,eyesclosed
34,other,0.1908469433894117,sub-13,SD,eyesclosed
35,other,0.15651884651111386,sub-13,SD,eyesclosed
36,other,0.07518830923249517,sub-13,SD,eyesclosed
37,other,0.133786237635512,sub-13,SD,eyesclosed
38,other,0.05754363211167213,sub-13,SD,eyesclosed
39,other,0.05005095268803693,sub-13,SD,eyesclosed
40,other,0.08966961878717038,sub-13,SD,eyesclosed
41,other,0.07682859455818859,sub-13,SD,eyesclosed
42,other,0.1139023163195558,sub-13,SD,eyesclosed
43,other,0.04801032768757095,sub-13,SD,eyesclosed
44,other,0.08616316807901535,sub-13,SD,eyesclosed
45,other,0.04738873587124637,sub-13,SD,eyesclosed
46,other,0.037682247478400224,sub-13,SD,eyesclosed
47,other,0.051513688425829846,sub-13,SD,eyesclosed
48,other,0.13478825742866576,sub-13,SD,eyesclosed
49,other,0.09387571923199699,sub-13,SD,eyesclosed
50,other,0.09541342581652561,sub-13,SD,eyesclosed
51,other,0.0939098946299989,sub-13,SD,eyesclosed
52,other,0.08987022937830978,sub-13,SD,eyesclosed
53,other,0.05682633552339973,sub-13,SD,eyesclosed
54,other,0.04193639434248273,sub-13,SD,eyesclosed
55,other,0.03414966432810709,sub-13,SD,eyesclosed
56,other,0.1528460710906179,sub-13,SD,eyesclosed
57,other,0.040803197614007254,sub-13,SD,eyesclosed
58,other,0.09701851375138311,sub-13,SD,eyesclosed
59,other,0.08392667467771953,sub-13,SD,eyesclosed
60,other,0.050962381501948595,sub-13,SD,eyesclosed
61,other,0.08286367394087672,sub-13,SD,eyesclosed
62,other,0.06718422053433015,sub-13,SD,eyesclosed
63,other,0.05752308994603644,sub-13,SD,eyesclosed
64,other,0.048879093129913655,sub-13,SD,eyesclosed
65,other,0.141271401431081,sub-13,SD,eyesclosed
66,other,0.045960827059974056,sub-13,SD,eyesclosed
67,other,0.15535484522193277,sub-13,SD,eyesclosed
68,other,0.13553272640532282,sub-13,SD,eyesclosed
69,other,0.05786105020323612,sub-13,SD,eyesclosed
70,other,0.057245808460819336,sub-13,SD,eyesclosed
71,other,0.13850255902870492,sub-13,SD,eyesclosed
72,other,0.09034460646762918,sub-13,SD,eyesclosed
73,other,0.06390005318120771,sub-13,SD,eyesclosed
74,other,0.10650800490232573,sub-13,SD,eyesclosed
0,frontal,0.27269534763868514,sub-13,SD,eyesopen
1,frontal,0.11871686694539281,sub-13,SD,eyesopen
2,frontal,0.2010673367941233,sub-13,SD,eyesopen
3,frontal,0.2202519581585539,sub-13,SD,eyesopen
4,frontal,0.1511605587720377,sub-13,SD,eyesopen
5,frontal,0.15516686378724176,sub-13,SD,eyesopen
6,frontal,0.21136218576551372,sub-13,SD,eyesopen
7,frontal,0.17860894143459866,sub-13,SD,eyesopen
8,frontal,0.24086337947287284,sub-13,SD,eyesopen
9,frontal,0.1045949669097635,sub-13,SD,eyesopen
10,frontal,0.18962710947783276,sub-13,SD,eyesopen
11,frontal,0.2660645434697484,sub-13,SD,eyesopen
12,frontal,0.29750576906567455,sub-13,SD,eyesopen
13,frontal,0.244693333376065,sub-13,SD,eyesopen
14,frontal,0.29130255423752405,sub-13,SD,eyesopen
15,frontal,0.30356327693520985,sub-13,SD,eyesopen
16,frontal,0.24746602194098657,sub-13,SD,eyesopen
17,frontal,0.29918861344950193,sub-13,SD,eyesopen
18,frontal,0.24714882867782487,sub-13,SD,eyesopen
19,frontal,0.23156667951687937,sub-13,SD,eyesopen
20,frontal,0.2501406784115331,sub-13,SD,eyesopen
21,frontal,0.22629818663252016,sub-13,SD,eyesopen
22,frontal,0.2648662486959136,sub-13,SD,eyesopen
23,frontal,0.2733608054228944,sub-13,SD,eyesopen
24,frontal,0.23167739975211388,sub-13,SD,eyesopen
25,frontal,0.3282412302783546,sub-13,SD,eyesopen
26,frontal,0.2310073258282032,sub-13,SD,eyesopen
27,frontal,0.30838741980135875,sub-13,SD,eyesopen
28,frontal,0.21110742437014018,sub-13,SD,eyesopen
29,frontal,0.24886913147494474,sub-13,SD,eyesopen
30,frontal,0.26680086579129425,sub-13,SD,eyesopen
31,frontal,0.296261948213392,sub-13,SD,eyesopen
32,frontal,0.2332171093166141,sub-13,SD,eyesopen
33,frontal,0.2989250194177682,sub-13,SD,eyesopen
34,frontal,0.22497362502797968,sub-13,SD,eyesopen
35,frontal,0.28425916812392915,sub-13,SD,eyesopen
36,frontal,0.23752497661525918,sub-13,SD,eyesopen
37,frontal,0.30976869752653907,sub-13,SD,eyesopen
38,frontal,0.24618919137689294,sub-13,SD,eyesopen
39,frontal,0.12143265196146033,sub-13,SD,eyesopen
40,frontal,0.17769518525113576,sub-13,SD,eyesopen
41,frontal,0.24742357544953933,sub-13,SD,eyesopen
42,frontal,0.3251950387929473,sub-13,SD,eyesopen
43,frontal,0.2751369366431665,sub-13,SD,eyesopen
44,frontal,0.17023641397109895,sub-13,SD,eyesopen
45,frontal,0.15129713071805007,sub-13,SD,eyesopen
46,frontal,0.2517326164653241,sub-13,SD,eyesopen
47,frontal,0.21087009679979737,sub-13,SD,eyesopen
48,frontal,0.2942277222302952,sub-13,SD,eyesopen
49,frontal,0.2984624883734469,sub-13,SD,eyesopen
50,frontal,0.2642474348559697,sub-13,SD,eyesopen
51,frontal,0.2690167456050939,sub-13,SD,eyesopen
52,frontal,0.22498813028643252,sub-13,SD,eyesopen
53,frontal,0.3004519021429264,sub-13,SD,eyesopen
54,frontal,0.2101635889333722,sub-13,SD,eyesopen
55,frontal,0.3337411245688533,sub-13,SD,eyesopen
56,frontal,0.2627430468755937,sub-13,SD,eyesopen
57,frontal,0.31350810143050717,sub-13,SD,eyesopen
58,frontal,0.22889073748360295,sub-13,SD,eyesopen
59,frontal,0.43186269879940564,sub-13,SD,eyesopen
60,frontal,0.07336768442178726,sub-13,SD,eyesopen
61,frontal,0.15605590000128283,sub-13,SD,eyesopen
62,frontal,0.25145896841244275,sub-13,SD,eyesopen
63,frontal,0.24426073737913254,sub-13,SD,eyesopen
64,frontal,0.24635387680672727,sub-13,SD,eyesopen
65,frontal,0.3338517677811219,sub-13,SD,eyesopen
66,frontal,0.214365699921025,sub-13,SD,eyesopen
67,frontal,0.28058154494142673,sub-13,SD,eyesopen
68,frontal,0.21914559057663988,sub-13,SD,eyesopen
69,frontal,0.24070874414387333,sub-13,SD,eyesopen
70,frontal,0.15550187787678915,sub-13,SD,eyesopen
71,frontal,0.18185861992827423,sub-13,SD,eyesopen
72,frontal,0.13421194991724128,sub-13,SD,eyesopen
73,frontal,0.19931736349078297,sub-13,SD,eyesopen
74,frontal,0.3209754149672096,sub-13,SD,eyesopen
0,centro_temporal,0.2008096585045354,sub-13,SD,eyesopen
1,centro_temporal,0.19186357777547047,sub-13,SD,eyesopen
2,centro_temporal,0.2360053754704568,sub-13,SD,eyesopen
3,centro_temporal,0.1437536778405287,sub-13,SD,eyesopen
4,centro_temporal,0.2832607013165916,sub-13,SD,eyesopen
5,centro_temporal,0.24102299070106278,sub-13,SD,eyesopen
6,centro_temporal,0.20766702153113958,sub-13,SD,eyesopen
7,centro_temporal,0.2470302950831167,sub-13,SD,eyesopen
8,centro_temporal,0.2513413431590344,sub-13,SD,eyesopen
9,centro_temporal,0.10202479567929315,sub-13,SD,eyesopen
10,centro_temporal,0.19729106623630235,sub-13,SD,eyesopen
11,centro_temporal,0.15303175219514623,sub-13,SD,eyesopen
12,centro_temporal,0.37583725141367924,sub-13,SD,eyesopen
13,centro_temporal,0.17871226645439545,sub-13,SD,eyesopen
14,centro_temporal,0.2791835348625589,sub-13,SD,eyesopen
15,centro_temporal,0.35220804750185114,sub-13,SD,eyesopen
16,centro_temporal,0.27092059240303307,sub-13,SD,eyesopen
17,centro_temporal,0.22354010507802027,sub-13,SD,eyesopen
18,centro_temporal,0.24475654274294287,sub-13,SD,eyesopen
19,centro_temporal,0.2509431826448924,sub-13,SD,eyesopen
20,centro_temporal,0.20074012555716256,sub-13,SD,eyesopen
21,centro_temporal,0.20935594612764616,sub-13,SD,eyesopen
22,centro_temporal,0.22437376122969135,sub-13,SD,eyesopen
23,centro_temporal,0.23371079975762873,sub-13,SD,eyesopen
24,centro_temporal,0.2557350429965897,sub-13,SD,eyesopen
25,centro_temporal,0.1862787452779078,sub-13,SD,eyesopen
26,centro_temporal,0.16161575828004673,sub-13,SD,eyesopen
27,centro_temporal,0.2752268358468233,sub-13,SD,eyesopen
28,centro_temporal,0.1473778190222083,sub-13,SD,eyesopen
29,centro_temporal,0.24070218090310416,sub-13,SD,eyesopen
30,centro_temporal,0.17047085506012133,sub-13,SD,eyesopen
31,centro_temporal,0.2793053310263673,sub-13,SD,eyesopen
32,centro_temporal,0.1983147689830091,sub-13,SD,eyesopen
33,centro_temporal,0.18627207671056142,sub-13,SD,eyesopen
34,centro_temporal,0.18730100073382042,sub-13,SD,eyesopen
35,centro_temporal,0.18118089085576025,sub-13,SD,eyesopen
36,centro_temporal,0.24747429037569843,sub-13,SD,eyesopen
37,centro_temporal,0.2425429167047437,sub-13,SD,eyesopen
38,centro_temporal,0.22052650569679533,sub-13,SD,eyesopen
39,centro_temporal,0.1695194879806793,sub-13,SD,eyesopen
40,centro_temporal,0.15499291228461495,sub-13,SD,eyesopen
41,centro_temporal,0.21544091956800512,sub-13,SD,eyesopen
42,centro_temporal,0.28544342196084005,sub-13,SD,eyesopen
43,centro_temporal,0.2756870028024328,sub-13,SD,eyesopen
44,centro_temporal,0.2199501319943484,sub-13,SD,eyesopen
45,centro_temporal,0.191484901795107,sub-13,SD,eyesopen
46,centro_temporal,0.26134579519992646,sub-13,SD,eyesopen
47,centro_temporal,0.22293407781155158,sub-13,SD,eyesopen
48,centro_temporal,0.3397021495125698,sub-13,SD,eyesopen
49,centro_temporal,0.27518676738464204,sub-13,SD,eyesopen
50,centro_temporal,0.20137582118542893,sub-13,SD,eyesopen
51,centro_temporal,0.1867659436345988,sub-13,SD,eyesopen
52,centro_temporal,0.21890945890117836,sub-13,SD,eyesopen
53,centro_temporal,0.2434947477089992,sub-13,SD,eyesopen
54,centro_temporal,0.21884347941568502,sub-13,SD,eyesopen
55,centro_temporal,0.2552489560796703,sub-13,SD,eyesopen
56,centro_temporal,0.2123181923373533,sub-13,SD,eyesopen
57,centro_temporal,0.2454955091518285,sub-13,SD,eyesopen
58,centro_temporal,0.1486285516781328,sub-13,SD,eyesopen
59,centro_temporal,0.4088299891916189,sub-13,SD,eyesopen
60,centro_temporal,0.18498480481024124,sub-13,SD,eyesopen
61,centro_temporal,0.22030421646289058,sub-13,SD,eyesopen
62,centro_temporal,0.2735010698649503,sub-13,SD,eyesopen
63,centro_temporal,0.24820674589977726,sub-13,SD,eyesopen
64,centro_temporal,0.30061698316484414,sub-13,SD,eyesopen
65,centro_temporal,0.27053481262407547,sub-13,SD,eyesopen
66,centro_temporal,0.2010834743557577,sub-13,SD,eyesopen
67,centro_temporal,0.30622265804613064,sub-13,SD,eyesopen
68,centro_temporal,0.22027725869204162,sub-13,SD,eyesopen
69,centro_temporal,0.21822560268110755,sub-13,SD,eyesopen
70,centro_temporal,0.1911169940691641,sub-13,SD,eyesopen
71,centro_temporal,0.1727975425544965,sub-13,SD,eyesopen
72,centro_temporal,0.12497762884861623,sub-13,SD,eyesopen
73,centro_temporal,0.297939941820112,sub-13,SD,eyesopen
74,centro_temporal,0.24939021114358367,sub-13,SD,eyesopen
0,other,0.16460309929849234,sub-13,SD,eyesopen
1,other,0.3037160164558048,sub-13,SD,eyesopen
2,other,0.3410410161939631,sub-13,SD,eyesopen
3,other,0.10176939909670558,sub-13,SD,eyesopen
4,other,0.43125635399379153,sub-13,SD,eyesopen
5,other,0.34073699530259516,sub-13,SD,eyesopen
6,other,0.2853940816828977,sub-13,SD,eyesopen
7,other,0.30165614474600233,sub-13,SD,eyesopen
8,other,0.30038824818938253,sub-13,SD,eyesopen
9,other,0.1212550779252356,sub-13,SD,eyesopen
10,other,0.2588968292722568,sub-13,SD,eyesopen
11,other,0.14931174955660267,sub-13,SD,eyesopen
12,other,0.4233299500683833,sub-13,SD,eyesopen
13,other,0.1477126465984842,sub-13,SD,eyesopen
14,other,0.2932339745727746,sub-13,SD,eyesopen
15,other,0.39548675177924203,sub-13,SD,eyesopen
16,other,0.29710580991856406,sub-13,SD,eyesopen
17,other,0.3055219680269021,sub-13,SD,eyesopen
18,other,0.2927029740833317,sub-13,SD,eyesopen
19,other,0.22623203095382888,sub-13,SD,eyesopen
20,other,0.19938150417171427,sub-13,SD,eyesopen
21,other,0.24076705559216147,sub-13,SD,eyesopen
22,other,0.25833439326319396,sub-13,SD,eyesopen
23,other,0.31869675838994665,sub-13,SD,eyesopen
24,other,0.2746505691393022,sub-13,SD,eyesopen
25,other,0.15224059114345478,sub-13,SD,eyesopen
26,other,0.1847310738628185,sub-13,SD,eyesopen
27,other,0.34441345625991715,sub-13,SD,eyesopen
28,other,0.11861852528744068,sub-13,SD,eyesopen
29,other,0.3178971991377593,sub-13,SD,eyesopen
30,other,0.234554995741509,sub-13,SD,eyesopen
31,other,0.31287679403160634,sub-13,SD,eyesopen
32,other,0.20615998917617762,sub-13,SD,eyesopen
33,other,0.17620267926584313,sub-13,SD,eyesopen
34,other,0.1967913699277321,sub-13,SD,eyesopen
35,other,0.1583052023202883,sub-13,SD,eyesopen
36,other,0.27931683729309753,sub-13,SD,eyesopen
37,other,0.24223255700514676,sub-13,SD,eyesopen
38,other,0.24299320884011036,sub-13,SD,eyesopen
39,other,0.21810534346039318,sub-13,SD,eyesopen
40,other,0.09902481400323995,sub-13,SD,eyesopen
41,other,0.1746272635876767,sub-13,SD,eyesopen
42,other,0.32653892891929315,sub-13,SD,eyesopen
43,other,0.36579741814704286,sub-13,SD,eyesopen
44,other,0.22653756344222564,sub-13,SD,eyesopen
45,other,0.22383753488497807,sub-13,SD,eyesopen
46,other,0.25566808007904523,sub-13,SD,eyesopen
47,other,0.29301563028949473,sub-13,SD,eyesopen
48,other,0.4254036337618605,sub-13,SD,eyesopen
49,other,0.35079328606361804,sub-13,SD,eyesopen
50,other,0.25171266473070825,sub-13,SD,eyesopen
51,other,0.23860584491230932,sub-13,SD,eyesopen
52,other,0.22229469742417324,sub-13,SD,eyesopen
53,other,0.302202081861262,sub-13,SD,eyesopen
54,other,0.19942082532355285,sub-13,SD,eyesopen
55,other,0.30395732307870343,sub-13,SD,eyesopen
56,other,0.17569571813604568,sub-13,SD,eyesopen
57,other,0.25899724723899537,sub-13,SD,eyesopen
58,other,0.16534118217854657,sub-13,SD,eyesopen
59,other,0.42839393197464715,sub-13,SD,eyesopen
60,other,0.22308889698516648,sub-13,SD,eyesopen
61,other,0.24595436750908586,sub-13,SD,eyesopen
62,other,0.316035931057253,sub-13,SD,eyesopen
63,other,0.25670791733920734,sub-13,SD,eyesopen
64,other,0.3476011828305701,sub-13,SD,eyesopen
65,other,0.26905691765664663,sub-13,SD,eyesopen
66,other,0.23024170306965552,sub-13,SD,eyesopen
67,other,0.38585938854740587,sub-13,SD,eyesopen
68,other,0.25260358352128054,sub-13,SD,eyesopen
69,other,0.24731727992341337,sub-13,SD,eyesopen
70,other,0.19270756795183772,sub-13,SD,eyesopen
71,other,0.19976658182690435,sub-13,SD,eyesopen
72,other,0.2064661458102304,sub-13,SD,eyesopen
73,other,0.30787372809566066,sub-13,SD,eyesopen
74,other,0.279890035715443,sub-13,SD,eyesopen
0,frontal,0.16300080881967363,sub-13,NS,eyesclosed
1,frontal,0.14893581135219175,sub-13,NS,eyesclosed
2,frontal,0.23932538263707248,sub-13,NS,eyesclosed
3,frontal,0.2236121052106699,sub-13,NS,eyesclosed
4,frontal,0.20733259288335934,sub-13,NS,eyesclosed
5,frontal,0.23892333268102872,sub-13,NS,eyesclosed
